,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,Y
9532,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1
9533,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1
9534,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,0
9535,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1
9536,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9537,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9538,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9539,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9540,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9541,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,0
9542,Home,Alone,Rainy,55,6PM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,1
9543,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,1
9544,Home,Partner,Sunny,55,10PM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,1
9545,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9546,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,0
9547,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9548,Work,Alone,Sunny,30,7AM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1
9549,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1
9550,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,0
9551,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1
9552,Work,Alone,Rainy,55,7AM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,1,1
9553,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,1,0,1
9554,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1
9555,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1
9556,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0
9557,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1
9558,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9559,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9560,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9561,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9562,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0
9563,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0
9564,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1
9565,Home,Kid(s),Sunny,30,6PM,Bar,2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1
9566,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9567,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9568,Home,Alone,Rainy,55,6PM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,1,1
9569,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,1,1
9570,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0
9571,Work,Alone,Sunny,30,7AM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0
9572,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,1
9573,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,0,0,1
9574,Work,Alone,Rainy,55,7AM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,1,1
9575,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,less1,less1,less1,1~3,less1,1,0,0
9576,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9577,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9578,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9579,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9580,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0
9581,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,1
9582,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0
9583,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0
9584,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9585,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9586,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9587,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9588,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0
9589,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,0
9590,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0
9591,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0
9592,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9593,Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9594,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,0
9595,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,0,0,1
9596,Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,1,0
9597,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,1~3,4~8,1~3,1~3,1,0,1
9598,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9599,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9600,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,1
9601,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9602,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0
9603,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0
9604,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1
9605,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0
9606,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1
9607,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1
9608,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0
9609,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0
9610,Home,Partner,Sunny,55,10PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,1
9611,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,1
9612,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9613,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0
9614,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9615,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9616,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,0
9617,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,0,0,0
9618,Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0
9619,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,0,1
9620,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9621,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0
9622,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9623,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9624,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9625,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9626,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9627,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0
9628,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1
9629,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1
9630,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1
9631,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1
9632,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,0
9633,Home,Alone,Rainy,55,6PM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,1
9634,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,0
9635,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0
9636,Work,Alone,Sunny,30,7AM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,1
9637,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0
9638,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1
9639,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,0,0,1
9640,Work,Alone,Rainy,55,7AM,Bar,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,1,1
9641,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,46,Single,0,Some college - no degree,Production Occupations,Less than $12500,4~8,4~8,1~3,less1,1~3,1,0,0
9642,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,1
9643,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,0
9644,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,0
9645,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,1
9646,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,1
9647,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,1
9648,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,1
9649,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,0,1
9650,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,0,0,0
9651,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,0,0,0
9652,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,0,0,0
9653,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,0,0,1
9654,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,0,0,1
9655,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,1,1
9656,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,less1,1,1,0
